모델명,제공자,데이터셋,정확도(%),정답수,전체문제,추출실패,총시간(초),평균시간(초),입력토큰,출력토큰,총토큰,비용수준,총비용($)
Claude Opus 4.1,claude,방재기사,24.67,74,300,208,462.51,1.54,63312,2705,66017,높음,1.1526
