모델명,데이터셋,정확도(%),정답수,전체문제,총시간(초),평균시간(초),입력토큰,출력토큰,총토큰,cpu_count,cpu_model,gpu_count,gpu_model,ram_total_size
exaone-4.0.1-32b:2,방재기사,38.33,115,300,31.04,0.1,52225,640,52865,20,aarch64,1,NVIDIA GB10,119.7
