모델명,제공자,데이터셋,정확도(%),정답수,전체문제,추출실패,총시간(초),평균시간(초),입력토큰,출력토큰,총토큰,비용수준,총비용($)
Claude Sonnet 4.5,claude,방재기사,56.33,169,300,69,465.96,1.55,63312,1874,65186,중간,0.218
