모델명,제공자,데이터셋,정확도(%),정답수,전체문제,추출실패,총시간(초),평균시간(초),입력토큰,출력토큰,총토큰,비용수준,총비용($)
Claude Haiku 4.5,claude,방재기사,63.33,190,300,34,206.37,0.69,63312,1670,64982,낮음,0.0287
